,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,, Schedule C ,Schedule F  , Schedule A 
"$50,000 or more      ",786,"2,636","1,331","54,299",754,"46,463",418,892,748,"5,196",73,--        ,526
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90002,"13,490","34,257","17,811","282,916","12,117","253,917","2,288","1,082","5,241","9,145","1,848",--        ,"2,758"
"Under $10,000        ","3,077","5,784","2,718","17,806","2,454","14,422",213,71,314,50,700,--        ,88
"$10,000 under $25,000","6,406","16,409","8,709","107,619","5,807","94,215",782,280,"2,056","1,415",823,--        ,755
"$25,000 under $50,000","3,330","9,856","5,255","113,520","3,210","106,267",928,331,"2,224","4,165",257,--        ,"1,401"
"$50,000 or more      ",677,"2,208","1,129","43,971",646,"39,013",365,400,647,"3,515",68,--        ,514
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90003,"17,851","44,510","22,774","354,592","15,802","321,742","2,847","1,443","6,866","13,070","2,732",**        ,"3,204"
"Under $10,000        ","4,334","7,917","3,578","14,929","3,375","20,215",280,179,509,94,"1,059",--        ,85
"$10,000 under $25,000","8,586","21,834","11,484","143,362","7,683","124,470","1,015",390,"2,782","1,938","1,243",**        ,945
"$25,000 under $50,000","4,199","12,498","6,636","143,031","4,058","134,991","1,153",321,"2,863","5,307",346,--        ,"1,644"
"$50,000 or more      ",732,"2,261","1,076","53,270",686,"42,066",399,553,712,"5,731",84,**        ,530
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90004,"23,976","47,668","17,548","1,005,384","19,611","696,193","7,425","30,325","14,179","142,258","5,818",10,"5,040"
"Under $10,000        ","5,722","7,865","2,208","17,263","3,532","21,904","1,064","1,765",991,206,"2,193",--        ,204
"$10,000 under $25,000","9,088","18,756","7,623","153,714","7,904","129,160","1,729","1,953","4,909","4,050","1,766",--        ,684
"$25,000 under $50,000","5,503","12,312","4,788","190,442","5,054","166,892","1,915","2,637","4,676","11,868",919,--        ,"1,371"
"$50,000 or more      ","3,663","8,735","2,929","643,965","3,121","378,237","2,717","23,970","3,603","126,134",940,10,"2,781"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90005,"12,003","23,959","8,887","373,628","9,782","266,022","2,897","8,576","6,467","47,351","2,996",**        ,"1,747"
"Under $10,000        ","3,200","4,685","1,335","5,788","2,034","11,980",472,854,496,166,"1,221",**        ,96
"$10,000 under $25,000","5,044","10,837","4,520","84,737","4,357","70,621",820,745,"2,601","2,159","1,000",--        ,280
"$25,000 under $50,000","2,504","5,585","2,113","86,018","2,308","76,036",752,692,"2,130","5,577",426,--        ,509
"$50,000 or more      ","1,255","2,852",919,"197,085","1,083","107,385",853,"6,285","1,240","39,449",349,**        ,862
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90006,"17,870","38,942","16,462","342,769","14,898","291,774","3,058","2,563","7,979","15,658","4,049",**        ,"1,527"
"Under $10,000        ","5,063","7,930","2,576","26,153","3,295","19,191",515,357,672,100,"1,915",**        ,75
"$10,000 under $25,000","8,582","19,772","8,918","142,130","7,628","122,412","1,195",671,"3,856","2,789","1,535",--        ,405
"$25,000 under $50,000","3,490","9,279","4,163","117,825","3,298","106,701",946,672,"2,731","5,974",473,**        ,654
"$50,000 or more      ",735,"1,961",805,"56,661",677,"43,470",402,863,720,"6,795",126,**        ,393
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90007,"10,741","22,876","10,113","232,679","9,550","202,677","2,135","1,472","5,171","13,945","1,726",**        ,"1,332"
"Under $10,000        ","2,916","4,248","1,503","15,874","2,215","12,838",349,195,498,67,778,--        ,45
"$10,000 under $25,000","4,857","11,045","5,218","81,507","4,473","73,077",759,303,"2,200","1,690",618,--        ,324
"$25,000 under $50,000","2,335","5,934","2,730","79,832","2,269","75,925",633,270,"1,850","4,107",226,--        ,581
"$50,000 or more      ",633,"1,649",662,"55,466",593,"40,837",394,704,623,"8,081",104,**        ,382
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90008,"12,563","23,206","8,711","458,676","10,273","355,521","4,398","7,286","8,167","42,298","2,293",**        ,"4,362"
"Under $10,000        ","2,392","3,626","1,346","10,273","1,641","9,951",429,389,340,73,647,--        ,136
"$10,000 under $25,000","3,740","7,021","2,956","63,644","3,071","50,949",732,937,"1,900","1,544",573,**        ,496
"$25,000 under $50,000","3,636","6,738","2,597","129,036","3,188","108,433","1,184","1,347","3,168","8,111",464,--        ,"1,379"
"$50,000 or more      ","2,795","5,821","1,812","255,723","2,373","186,188","2,053","4,613","2,759","32,570",609,**        ,"2,351"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90009,"1,036","1,818",632,"41,651",913,"40,547",449,816,794,"5,767",211,**        ,437
"Under $10,000        ",129,172,52,"-7,129",73,609,45,40,26,5,49,--        ,13
"$10,000 under $25,000",256,425,157,"4,542",216,"3,796",57,32,152,139,54,--        ,50
"$25,000 under $50,000",343,604,216,"12,784",330,"12,296",133,70,310,930,48,--        ,146
"$50,000 or more      ",308,617,207,"31,454",294,"23,846",214,674,306,"4,693",60,**        ,228
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90010,"1,485","2,684",769,"201,092",951,"127,024",738,"8,319","1,030","47,131",564,11,700
"Under $10,000        ",351,481,106,"-8,480",145,"2,895",126,348,56,85,142,*       11,65
"$10,000 under $25,000",298,499,148,"4,993",198,"3,537",102,194,192,166,105,--        ,54
"$25,000 under $50,000",304,548,160,"11,092",218,"7,677",131,690,261,766,119,--        ,132
"$50,000 or more      ",532,"1,156",355,"193,487",390,"112,915",379,"7,087",521,"46,114",198,**        ,449
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90011,"26,201","69,496","36,395","521,473","23,669","470,282","3,961","2,528","9,383","17,292","3,627",**        ,"3,716"
"Under $10,000        ","6,193","11,921","5,530","36,554","4,835","28,510",425,170,676,109,"1,491",--        ,134
"$10,000 under $25,000","13,428","36,323","19,477","222,978","12,397","200,501","1,594",474,"4,131","2,712","1,626",--        ,"1,209"
"$25,000 under $50,000","5,680","18,183","9,823","190,242","5,556","182,336","1,488",454,"3,701","6,564",416,--        ,"1,795"
"$50,000 or more      ",900,"3,069","1,565","71,699",881,"58,935",454,"1,430",875,"7,907",94,**        ,578
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90012,"6,650","12,553","3,924","201,165","5,547","156,233","2,943","5,699","3,691","24,711","1,031",**        ,"1,262"
"Under $10,000        ","1,911","2,856",741,"2,143","1,387","8,200",591,620,285,55,376,--        ,106
"$10,000 under $25,000","2,406","5,309","1,976","39,559","2,085","32,772",920,893,"1,251",983,290,--        ,186
"$25,000 under $50,000","1,301","2,546",816,"45,704","1,170","39,224",679,"1,145","1,133","3,308",150,**        ,280
"$50,000 or more      ","1,032","1,842",391,"113,759",905,"76,037",753,"3,041","1,022","20,365",215,**        ,690
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90013,"1,673","2,418",549,"42,435","1,426","39,900",428,"16,266","1,028","6,785",340,**        ,296
"Under $10,000        ",589,695,99,"-7,742",444,"2,377",95,"15,416",120,21,127,--        ,17
"$10,000 under $25,000",540,811,221,"8,808",483,"7,553",87,125,391,358,90,--        ,31
"$25,000 under $50,000",300,472,128,"10,709",276,"9,578",96,113,274,882,57,--        ,76
"$50,000 or more      ",244,440,101,"30,660",223,"20,392",150,612,243,"5,524",66,**        ,172
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90014,928,"1,608",508,"29,717",698,"17,388",225,"2,961",532,"7,324",241,--        ,158
"Under $10,000        ",280,407,109,"-10,447",177,"1,188",40,58,34,11,99,--        ,**        
"$10,000 under $25,000",361,631,220,"5,860",298,"4,656",51,123,232,207,74,--        ,*       27
"$25,000 under $50,000",161,300,95,"5,593",133,"4,501",52,63,141,405,38,--        ,40
"$50,000 or more      ",126,270,84,"28,711",90,"7,043",82,"2,717",125,"6,701",30,--        ,91
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90015,"4,528","9,775","4,260","102,748","3,907","85,385",875,"1,550","2,092","8,298",830,**        ,538
"Under $10,000        ","1,280","2,058",720,"3,785",928,"6,085",156,227,186,39,393,--        ,34
"$10,000 under $25,000","2,041","4,740","2,239","33,830","1,853","30,065",286,223,883,666,259,--        ,93
"$25,000 under $50,000",913,"2,282","1,040","31,439",861,"28,656",241,211,733,"1,761",111,**        ,206
"$50,000 or more      ",294,695,261,"33,694",265,"20,579",192,889,290,"5,832",67,--        ,205
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90016,"18,137","37,637","15,764","522,407","15,363","430,564","5,464","5,646","10,558","37,917","3,146",**        ,"5,258"
"Under $10,000        ","3,538","5,262","1,903","18,694","2,530","14,489",531,402,541,101,965,--        ,156
"$10,000 under $25,000","6,747","14,356","6,381","114,894","5,645","93,409","1,358","1,087","3,194","2,466","1,140",--        ,901
"$25,000 under $50,000","5,296","12,029","5,266","185,577","4,854","164,555","1,900","1,401","4,308","10,061",646,**        ,"2,195"
"$50,000 or more      ","2,556","5,990","2,214","203,242","2,334","158,111","1,675","2,756","2,515","25,289",395,**        ,"2,006"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90017,"4,651","10,141","4,416","199,192","4,033","131,190",961,"5,360","2,153","33,309",777,**        ,580
"Under $10,000        ","1,288","2,111",802,821,940,"6,359",130,398,154,29,357,--        ,27
"$10,000 under $25,000","2,159","5,055","2,409","35,563","2,010","31,965",290,182,951,750,264,--        ,61
"$25,000 under $50,000",703,"1,872",862,"23,448",677,"21,968",181,233,552,"1,259",63,--        ,104
"$50,000 or more      ",501,"1,103",343,"139,360",406,"70,898",360,"4,547",496,"31,271",93,**        ,388
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90018,"17,088","36,578","16,015","425,649","14,495","363,076","4,043","4,322","8,894","25,046","3,211",**        ,"3,972"
"Under $10,000        ","3,940","6,283","2,387","20,806","2,698","15,458",449,301,519,89,"1,286",--        ,141
"$10,000 under $25,000","6,932","15,053","6,863","117,379","6,008","98,869","1,117",783,"3,146","2,431","1,140",--        ,853
"$25,000 under $50,000","4,534","10,924","5,009","156,499","4,234","142,234","1,444","1,024","3,573","7,862",530,--        ,"1,726"
"$50,000 or more      ","1,682","4,318","1,756","130,965","1,555","106,515","1,033","2,214","1,656","14,664",255,**        ,"1,252"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90019,"24,694","47,617","17,541","750,856","20,397","623,806","7,787","9,834","15,104","67,708","5,536",**        ,"6,418"
"Under $10,000        ","5,332","7,460","2,222","17,232","3,450","20,773",955,711,859,140,"1,827",**        ,265
"$10,000 under $25,000","8,830","17,760","7,150","150,260","7,418","121,235","1,849","1,660","4,746","3,913","1,782",--        ,"1,019"
"$25,000 under $50,000","6,684","14,038","5,453","235,268","6,049","206,527","2,379","1,989","5,705","14,959","1,059",**        ,"2,217"
"$50,000 or more      ","3,848","8,359","2,716","348,096","3,480","275,271","2,604","5,474","3,794","48,696",868,**        ,"2,917"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90020,"13,973","27,411","9,554","540,411","11,477","372,342","3,769","13,114","8,234","76,746","3,296",**        ,"2,203"
"Under $10,000        ","3,468","4,850","1,188","9,431","2,154","13,450",566,491,569,170,"1,300",**        ,91
"$10,000 under $25,000","5,326","10,782","4,004","90,360","4,586","74,808",961,762,"2,978","2,476","1,073",**        ,337
"$25,000 under $50,000","3,557","7,757","2,900","122,779","3,334","110,389","1,170",999,"3,088","7,924",546,--        ,746
"$50,000 or more      ","1,622","4,022","1,462","317,841","1,403","173,695","1,072","10,862","1,599","66,176",377,**        ,"1,029"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90021,908,"1,724",642,"54,990",765,"30,868",236,"2,329",527,"14,124",250,**        ,206
"Under $10,000        ",253,376,112,"-7,672",182,"1,929",45,50,42,6,95,--        ,**        
"$10,000 under $25,000",322,651,277,"5,187",280,"4,482",45,62,178,142,72,--        ,*       30
"$25,000 under $50,000",192,382,143,"6,811",177,"6,123",56,67,169,453,44,--        ,64
"$50,000 or more      ",141,315,110,"50,664",126,"18,334",90,"2,150",138,"13,523",39,**        ,112
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90022,"22,028","53,851","25,378","531,801","19,794","478,975","5,082","3,147","11,289","25,553","2,596",--        ,"3,995"
"Under $10,000        ","4,379","6,868","2,544","24,320","3,367","19,036",549,373,716,113,830,--        ,102
"$10,000 under $25,000","9,476","22,800","10,974","161,399","8,537","141,501","1,548",906,"4,061","3,058","1,095",--        ,822
"$25,000 under $50,000","6,333","18,112","8,915","218,719","6,134","206,568","1,968",945,"4,726","10,011",492,--        ,"1,925"
"$50,000 or more      ","1,840","6,071","2,945","127,363","1,756","111,870","1,017",923,"1,786","12,371",179,--        ,"1,146"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90023,"14,132","35,466","17,312","307,467","12,782","286,693","2,723","2,547","6,710","14,727","1,646",--        ,"1,907"
"Under $10,000        ","3,007","5,168","2,067","6,407","2,333","13,911",340,253,477,75,609,--        ,56
"$10,000 under $25,000","6,513","16,261","8,147","110,575","5,963","98,695",897,453,"2,657","2,011",701,--        ,448
"$25,000 under $50,000","3,818","11,438","5,841","130,737","3,720","124,778","1,054",302,"2,802","5,723",276,--        ,955
"$50,000 or more      ",794,"2,599","1,257","59,748",766,"49,309",432,"1,539",774,"6,918",60,--        ,448
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90024,"14,742","21,677","3,828","2,106,703","10,441","1,153,606","9,887","137,429","11,563","518,507","3,585",31,"7,857"
"Under $10,000        ","2,966","2,703",290,"-150,619","1,664","18,171","1,482","21,837",658,"1,103",643,**        ,529
"$10,000 under $25,000","2,279","2,709",299,"38,778","1,603","25,370","1,159","3,175","1,694","1,664",523,**        ,507
"$25,000 under $50,000","2,835","3,766",519,"104,934","2,187","74,860","1,645","6,375","2,655","9,220",595,**        ,"1,146"
"$50,000 or more      ","6,662","12,499","2,720","2,113,610","4,987","1,035,205","5,601","106,042","6,556","506,520","1,824",*       31,"5,675"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90025,"22,995","34,484","6,807","2,042,466","18,448","1,446,585","13,204","111,142","18,267","447,341","5,733",24,"9,751"
"Under $10,000        ","3,822","4,022",515,"-114,424","2,129","20,795","1,633","32,453",751,451,"1,163",**        ,507
"$10,000 under $25,000","4,598","6,621","1,423","79,394","3,547","57,768","1,876","3,556","3,367","3,249","1,119",**        ,762
"$25,000 under $50,000","5,952","8,394","1,487","219,776","5,234","183,120","3,032","5,920","5,612","20,294","1,187",--        ,"1,836"
"$50,000 or more      ","8,623","15,447","3,382","1,857,720","7,538","1,184,902","6,663","69,213","8,537","423,347","2,264",*       24,"6,646"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90026,"27,212","52,559","19,226","798,978","23,529","674,278","8,641","9,753","16,496","72,291","5,897",14,"6,170"
"Under $10,000        ","6,156","8,728","2,516","29,447","4,297","24,624","1,200",837,"1,017",157,"2,023",**        ,245
"$10,000 under $25,000","10,051","20,517","8,403","170,674","8,917","145,628","2,069","1,806","5,499","4,642","1,805",*       14,981
"$25,000 under $50,000","7,141","15,321","5,927","250,552","6,752","228,178","2,637","2,122","6,149","16,599","1,087",**        ,"2,118"
"$50,000 or more      ","3,864","7,993","2,380","348,305","3,563","275,848","2,735","4,988","3,831","50,893",982,**        ,"2,826"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90027,"21,611","34,881","8,637","977,580","17,945","718,883","8,985","22,269","15,250","146,660","5,903",12,"6,591"
"Under $10,000        ","4,694","6,014","1,223","5,605","3,165","18,853","1,154","1,539",823,283,"1,686",**        ,313
"$10,000 under $25,000","6,179","10,258","2,921","104,338","5,277","83,747","1,771","2,311","4,168","3,839","1,568",--        ,788
"$25,000 under $50,000","5,583","9,100","2,309","199,134","5,101","172,664","2,267","3,140","5,150","16,535","1,197",*       12,"1,608"
"$50,000 or more      ","5,155","9,509","2,184","668,503","4,402","443,619","3,793","15,279","5,109","126,003","1,452",**        ,"3,882"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90028,"12,463","19,428","5,107","315,628","11,045","269,715","3,043","5,193","8,122","31,878","2,992",**        ,"2,072"
"Under $10,000        ","3,305","4,101",761,"5,011","2,471","14,331",628,476,651,93,"1,139",**        ,102
"$10,000 under $25,000","4,712","7,809","2,391","79,557","4,328","70,046",849,729,"3,267","3,036","1,005",--        ,435
"$25,000 under $50,000","3,236","5,396","1,463","112,885","3,123","105,168",904,710,"3,006","9,266",543,**        ,789
"$50,000 or more      ","1,210","2,122",492,"118,175","1,123","80,170",662,"3,278","1,198","19,483",305,**        ,746
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90029,"14,899","29,616","11,294","336,634","12,724","292,320","3,397","3,435","8,195","21,554","3,317",**        ,"2,147"
"Under $10,000        ","3,922","5,666","1,635","19,090","2,641","15,341",498,336,658,114,"1,459",--        ,98
"$10,000 under $25,000","6,336","13,034","5,356","106,165","5,679","91,955","1,021",748,"3,426","2,765","1,140",--        ,477
"$25,000 under $50,000","3,443","8,011","3,256","118,034","3,298","109,324","1,106","1,005","2,928","7,077",472,--        ,805
"$50,000 or more      ","1,198","2,905","1,047","93,345","1,106","75,700",772,"1,346","1,183","11,598",246,**        ,767
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90030,126,303,156,"3,768",105,"3,358",38,16,66,231,31,--        ,38
"Under $10,000        ",15,33,17,104,**        ,**          ,*       12,*        7,--        ,--          ,**        ,--        ,**        
"$10,000 under $25,000",52,125,65,903,*       47,*        773,**        ,**        ,19,12,*       31,--        ,**        
"$25,000 under $50,000",40,101,54,"1,474",40,"1,466",12,1,29,85,**        ,--        ,*       24
"$50,000 or more      ",19,44,20,"1,287",18,"1,119",14,8,18,134,**        ,--        ,14
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90031,"13,248","29,824","12,842","312,521","11,859","278,555","3,832","3,007","6,822","19,524","1,735",**        ,"2,093"
"Under $10,000        ","3,335","5,364","1,900","16,574","2,637","15,820",590,337,547,80,619,--        ,79
"$10,000 under $25,000","5,474","12,995","5,893","91,204","4,979","79,829","1,236",802,"2,496","1,876",641,**        ,398
"$25,000 under $50,000","3,243","8,257","3,741","112,783","3,102","104,369","1,222",854,"2,598","6,280",301,**        ,854
"$50,000 or more      ","1,196","3,208","1,308","91,960","1,141","78,537",784,"1,014","1,181","11,288",174,**        ,762
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90032,"16,966","37,489","15,726","474,104","15,001","417,648","5,526","4,811","10,135","31,490","2,166",**        ,"4,107"
"Under $10,000        ","3,500","5,144","1,699","17,863","2,666","15,351",620,452,622,112,676,--        ,108
"$10,000 under $25,000","6,086","13,240","5,729","103,804","5,330","87,163","1,442","1,214","3,045","2,458",758,--        ,615
"$25,000 under $50,000","4,972","12,191","5,352","174,543","4,718","160,004","1,894","1,316","4,101","9,723",442,**        ,"1,666"
"$50,000 or more      ","2,408","6,914","2,946","177,894","2,287","155,130","1,570","1,829","2,367","19,197",290,--        ,"1,718"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90033,"13,283","32,493","15,692","285,314","11,790","251,399","2,435","2,863","5,954","13,146","1,760",--        ,"1,589"
"Under $10,000        ","3,153","5,469","2,198","17,720","2,377","13,656",327,222,447,67,747,--        ,45
"$10,000 under $25,000","6,219","15,473","7,723","104,376","5,667","92,213",861,560,"2,482","1,799",737,--        ,383
"$25,000 under $50,000","3,207","9,370","4,746","109,109","3,094","102,936",853,647,"2,342","4,843",207,--        ,767
"$50,000 or more      ",704,"2,181","1,025","54,109",652,"42,594",394,"1,434",683,"6,437",69,--        ,394
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90034,"25,797","43,370","12,099","1,032,961","22,400","868,814","10,830","19,316","19,191","129,650","5,260",**        ,"7,241"
"Under $10,000        ","4,633","5,164",941,"-3,781","3,183","18,924","1,344","1,384","1,042",185,"1,247",**        ,270
"$10,000 under $25,000","7,159","11,744","3,520","124,301","6,238","103,850","2,032","2,487","4,846","4,590","1,392",**        ,764
"$25,000 under $50,000","7,819","13,401","3,930","281,177","7,334","256,296","3,073","3,538","7,169","22,909","1,195",--        ,"1,996"
"$50,000 or more      ","6,186","13,061","3,708","631,264","5,645","489,744","4,381","11,907","6,134","101,966","1,426",**        ,"4,211"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90035,"13,120","21,889","5,685","839,605","10,020","555,652","7,498","46,637","10,029","136,684","3,610",**        ,"5,849"
"Under $10,000        ","2,489","2,611",439,"-7,686","1,379","9,009","1,076","1,810",513,185,766,**        ,298
"$10,000 under $25,000","2,592","3,912",911,"44,433","1,867","29,818","1,139","2,997","1,825","1,733",705,**        ,505
"$25,000 under $50,000","3,297","5,179","1,278","120,055","2,787","95,101","1,613","4,953","3,029","9,864",729,--        ,"1,243"
"$50,000 or more      ","4,742","10,187","3,057","682,803","3,987","421,724","3,670","36,877","4,662","124,902","1,410",**        ,"3,803"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90036,"17,346","26,510","5,782","1,077,055","13,827","786,195","9,043","37,906","13,934","188,774","5,074",11,"7,123"
"Under $10,000        ","2,937","3,058",353,"-20,509","1,644","10,781","1,213","2,376",645,176,"1,082",*       11,301
"$10,000 under $25,000","3,503","4,695",803,"60,612","2,635","43,091","1,416","2,777","2,729","2,697","1,114",**        ,674
"$25,000 under $50,000","4,782","6,943","1,406","175,096","4,215","143,962","2,137","3,895","4,520","15,819","1,181",--        ,"1,608"
"$50,000 or more      ","6,124","11,814","3,220","861,856","5,333","588,361","4,277","28,858","6,040","170,082","1,697",**        ,"4,540"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90037,"16,936","40,495","19,817","338,264","14,881","299,529","2,800","1,254","6,923","11,785","2,789",**        ,"2,799"
"Under $10,000        ","4,230","7,610","3,294","23,834","3,145","18,167",322,257,472,87,"1,209",--        ,122
"$10,000 under $25,000","8,108","19,873","10,037","135,383","7,336","118,859","1,038",325,"2,945","2,071","1,158",--        ,794
"$25,000 under $50,000","3,892","10,886","5,472","132,141","3,731","123,055","1,058",427,"2,821","5,476",342,**        ,"1,382"
"$50,000 or more      ",706,"2,126","1,014","46,906",669,"39,448",382,245,685,"4,151",80,**        ,501
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90038,"11,093","21,373","7,833","277,120","9,656","235,712","2,549","3,232","6,409","23,345","2,602",**        ,"1,647"
"Under $10,000        ","2,731","3,859","1,063","12,482","1,862","11,189",377,387,472,74,"1,048",--        ,81
"$10,000 under $25,000","4,644","9,381","3,757","78,497","4,235","68,837",722,542,"2,635","2,210",931,--        ,340
"$25,000 under $50,000","2,744","6,100","2,393","94,732","2,648","88,057",868,733,"2,341","6,294",390,**        ,604
"$50,000 or more      ",974,"2,033",620,"91,409",911,"67,629",582,"1,570",961,"14,767",233,**        ,622
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90039,"13,985","25,158","7,760","603,568","11,705","481,433","6,564","10,732","10,245","72,376","3,253",**        ,"5,339"
"Under $10,000        ","2,413","2,739",527,"5,922","1,525","8,748",694,658,476,93,756,--        ,235
"$10,000 under $25,000","3,731","6,657","2,215","64,433","3,049","49,963","1,175","1,433","2,400","2,155",774,--        ,584
"$25,000 under $50,000","3,967","7,577","2,567","142,527","3,594","122,670","1,797","2,184","3,541","10,384",711,**        ,"1,416"
"$50,000 or more      ","3,874","8,185","2,451","390,686","3,537","300,052","2,898","6,457","3,828","59,744","1,012",**        ,"3,104"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
90040,"4,407","10,377","4,672","141,763","3,945","117,847","1,338","2,400","2,633","12,301",503,**        ,"1,110"
"Under $10,000        ",793,"1,086",346,"4,049",615,"3,674",138,99,173,25,130,**        ,28
"$10,000 under $25,000","1,652","3,710","1,693","28,819","1,458","24,585",329,225,799,634,182,--        ,178
"$25,000 under $50,000","1,341","3,584","1,699","47,255","1,280","43,362",464,309,"1,063","2,391",123,--        ,445
"$50,000 or more      ",621,"1,997",934,"61,640",592,"46,226",407,"1,767",598,"9,251",68,**        ,459
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
